"sp_taxon_1";"sp_taxon_2";"value";"type"
"zooplankton";"producers";1;"predation"
"zooplankton";"detritus";1;"commensalism"
"juvenile penaeid shrimp";"detritus";1;"commensalism"
"mullet";"producers";1;"predation"
"mullet";"detritus";1;"commensalism"
"benthic invertebrates";"producers";1;"predation"
"benthic invertebrates";"detritus";1;"commensalism"
"small fish";"producers";1;"predation"
"small fish";"detritus";1;"commensalism"
"small fish";"zooplankton";1;"predation"
"small fish";"benthic invertebrates";1;"predation"
"blue crabs";"benthic invertebrates";1;"predation"
"rays";"benthic invertebrates";1;"predation"
"black drum";"benthic invertebrates";1;"predation"
"sheepshead";"producers";1;"predation"
"sheepshead";"benthic invertebrates";1;"predation"
"trout";"juvenile penaeid shrimp";1;"predation"
"jack";"juvenile penaeid shrimp";1;"predation"
"trout";"mullet";1;"predation"
"jack";"mullet";1;"predation"
"trout";"small fish";1;"predation"
"jack";"small fish";1;"predation"
"red drum";"mullet";1;"predation"
"red drum";"benthic invertebrates";1;"predation"
"red drum";"small fish";1;"predation"
"red drum";"blue crabs";1;"predation"
"porpoise shark";"juvenile penaeid shrimp";1;"predation"
"porpoise shark";"mullet";1;"predation"
"porpoise shark";"small fish";1;"predation"
"porpoise shark";"rays";1;"predation"
"porpoise shark";"sheepshead";1;"predation"
