"original_name";"name_clear"
"P1: large phytoplankton";"Large phytoplankton"
"P2: small phytoplankton";"Small phytoplankton"
"D1: pelagic detritus";"Pelagic detritus"
"MZ: micro-zooplankton";"Zooplankton"
"Z1ai: copepods (large, >= 0.025mg C)";"Copepods"
"Z1aii: copepods (small, < 0.025mg C)";"Copepods"
"Z1b: small invertebrate larvae";"Small invertebrate larvae"
"Z2e: small jellyfish";"Medusozoa"
"Z2f: large jellyfish";"Medusozoa"
"Z1c: invertebrate eggs";"Invertebrate eggs"
"Z2d: fish eggs";"Fish eggs"
"Z1d: pteropods";"Pteropoda"
"Z2a: pelagic amphipods";"Amphipoda"
"Z2b: pelagic shrimp (Sergestidae, Panaeidae)";"Pelagic shrimp"
"Z2c: other macro-zooplankton";"Other macrozooplankton"
"Z3a: E. pacifica (adult and juveniles)";"Pacifica"
"Z3b: T. spinifera (adult and juveniles)";"Spinifera"
"DepB3: mysids";"Mysida"
"D3: benthic detritus";"Benthic detritus"
"C: cephalopod aggregate";"Cephalopoda"
"PlnkF1a: smelt aggregate";"Osmeridae"
"PlnkF1b: shad";"Alosa"
"PlnkF1c: sardine";"Clupeidae"
"PlnkF1d: herring";"Clupeidae"
"PlnkF1e: anchovy";"Engraulidae"
"PlnkF2a: coho yearling";"Oncorhynchus kisutch"
"PlnkF2bi: Chinook subyearling";"Oncorhynchus tshawytscha"
"PlnkF2bii: Chinook yearling";"Oncorhynchus tshawytscha"
"PlnkF2c: other juvenile salmon";"Salmonidae"
"PlnkF3: mesopelagic fish aggregate";"Pisces"
"JuvF1: juvenile rockfish";"Sebastes"
"JuvF2: juvenile fish (other)";"Juvenile fish"
"DepB2a: Pandalus spp.";"Pandalus"
"DepB2b: other epibenthic shrimp (Caridea)";"Other epibenthic shrimp"
"CrnB3: misc. epifauna (carnivorous)";"Epifauna"
"DepB5: benthic amphipods, isopods, and cumaceans";"Isopoda"
"BnthF2: misc. small benthic fishes";"Pisces"
"PlnkF1f: saury";"Scomberesocidae"
"PiscF6: hake";"Phycidae"
"PlnkF4: planktivorous rockfish";"Sebastes"
"PiscF1a: coho";"Oncorhynchus kisutch"
"PiscF1b: Chinook";"Oncorhynchus tshawytscha"
"PiscF1c: other salmon aggregate";"Other salmon aggregate"
"PiscF3a: jack mackerel";"Trachurus symmetricus"
"PiscF3b: Pacific mackerel";"Scomber japonicus"
"PiscF4: piscivorous rockfish";"Sebastes"
"PiscF5: dogfish aggregate";"Squalus"
"PiscF8: Hexagrammidae (lingcod, greenling)";"Hexagrammidae"
"PiscF9: flatfish (water-column feeders)";"Flatfish"
"BnthF3: benthivorous rockfish";"Sebastes"
"BnthF5: flatfish (benthic feeders)";"Flatfish"
"BnthF6: flatfish (small)";"Flatfish"
"BnthF4: Gadidae (cod, haddock, pollock)";"Gadidae"
"BnthF1: skates and rays";"Batoidea"
"DepB1: infauna";"Infauna"
"DepB4: echinoderms";"Echinodermata"
"SspB2: bivalves";"Bivalvia"
"SspB3: misc. epifauna (suspension feeders)";"Epifauna"
"CrnB1: Dungeness crab";"Metacarcinus magister"
"CrnB2: Tanner crab";"Chionoecetes bairdi"
"D2: fishery offal";"Fishery offal"
"BnthF7: grenadier";"Macrouridae"
"PiscF7: sablefish";"Anoplopoma fimbria"
"SB2: common murre";"Uria aalge"
"SB3: gulls and terns";"Laridae"
"SB4: alcids";"Alcidae"
"SB7: coastal seabirds (divers)";"Coastal seabirds"
"Import";"Import"
"PiscF2: shark aggregate";"Selachimorpha"
"SB1: sooty shearwaters";"Ardenna grisea"
"SB5: large pelagic seabirds";"Aves"
"SB6: other pelagic seabirds";"Aves"
"SB8: storm-petrels";"Procellariiformes"
"PlnkMM1: gray whales";"Eschrichtius robustus"
"PlnkMM2: baleen whales";"Mysticeti"
"PiscMM1: small pinnipeds";"Phocidae"
"PiscMM2: large pinnipeds";"Phocidae"
"PiscMM4: toothed whales";"Odontoceti"
