"original_name";"name_clear"
"Wind-blown organic debris";"Detritus"
"Pollen";"Pollen"
"Flowering plants";"Plantae"
"Dead carcasses";"Dead carcasses"
"Fungi";"Fungi"
"Snow partridge";"Lerwa lerwa"
"Ochotona ladacensis (pika)";"Ochotona ladacensis "
"Mice";"Mus"
"Pseudois nahura (bharal sheep)";"Pseudois nahura"
"Yak";"Bos grunniens"
"Springtails";"Collembola"
"Anthomyiid fly";"Anthomyiidae"
"Machilanus (flea)";"Machilanus"
"Bumblebees";"Bombus"
"Butterflies";"Lepidoptera"
"Aphids";"Aphidoidea"
"Weevils";"Curculionidae"
"Lammergeier";"Gypaetus barbatus"
"Yellow-billed chough";"Pyrrhocorax graculu"
"Mustela altaica (weasel)";"Mustela altaica"
"Wolf";"Canis lupus"
"Fox";"Vulpes vulpes"
"Snow leopard";"Panthera uncia"
"Mites";"Arachnida"
"Centipedes";"Chilopoda"
"Salticid spider";"Salticidae"
